Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
142002,-1.08228,1.78079,-0.858582,1.03031,0.0791206,-0.9994,0.610012,0.65468,-0.557145,-0.0932379,-1.63044,-0.628136,-1.75391,1.37508,-0.196927,-0.907379,0.614062,-0.11061,0.726185,-0.159504,0.142069,0.483126,-0.186545,-0.0405743,0.0630388,-0.359972,0.311645,0.145647,21.77,0
37200,1.17536,0.408948,-0.42551,1.08935,0.245412,-0.264695,-0.0329848,0.181471,-0.00494792,-0.378953,1.31001,-0.504386,-2.17455,-0.430052,0.864449,0.602192,0.701226,0.876795,-0.513869,-0.24996,-0.0183518,-0.0840199,-0.117575,-0.474208,0.561353,-0.287932,0.0304222,0.0298309,1.00,0
67966,-0.642119,0.247765,2.19938,1.34345,-1.07524,0.549298,0.551394,0.185571,-0.0490721,-0.521753,-0.260825,0.198217,0.173925,-0.236948,1.14668,-0.605435,0.337443,0.0103277,0.165754,0.400175,0.393891,1.06298,0.283608,0.40806,-0.346519,-0.18347,0.173102,0.175486,183.48,0
87474,2.13545,0.0689384,-1.69282,0.0659611,0.684477,-0.448251,0.239252,-0.334105,0.43707,-0.0407016,-1.12079,0.843185,1.80081,0.0849922,0.701592,-0.00711552,-0.907437,0.0656104,0.0289295,-0.0897503,0.222127,0.853504,-0.0752619,0.111902,0.426014,-0.096805,-0.0117741,-0.054768,1.00,0
1522,-0.892709,0.13481,0.952378,-2.11189,0.372398,-0.831994,1.18474,-0.237214,0.428697,-1.81261,-1.01007,0.601743,1.18426,-0.0508238,0.871507,-0.17657,-0.876641,0.405982,0.0804258,0.285717,0.25869,0.586373,-0.209062,-0.417844,0.751,-0.639509,0.0564051,0.102463,123.67,0
149158,1.79672,-0.136112,-2.00335,1.35191,0.405628,-1.35048,0.935529,-0.493811,-0.0289795,0.329085,-0.920477,-0.309563,-0.981728,1.02294,0.348755,-0.39125,-0.351928,-0.350855,-0.467995,-0.064411,0.19671,0.33148,-0.127643,-0.101262,0.386393,-0.488749,-0.0611374,-0.0422888,144.00,0
67778,1.32889,0.226908,-0.308968,0.381772,0.23849,-0.282946,0.0294601,-0.0799622,0.227173,-0.267319,-1.43107,-0.578758,-0.188827,-0.236694,1.27065,0.919639,-0.475997,0.241545,0.329519,-0.0509327,-0.37927,-1.14896,-0.0474031,-1.07446,0.375683,0.182045,-0.0317324,0.0175014,14.99,0
5649,-0.546628,1.28773,1.20974,0.841725,0.297435,-0.215987,0.511558,-0.135271,0.737446,-0.0600903,1.67883,-2.5864,0.645847,2.04791,-0.274891,-0.0579572,0.212266,1.08322,0.656479,-0.137364,0.0801905,0.291987,-0.197578,-0.069174,-0.341105,-0.407056,-0.277013,0.140984,2.45,0
9862,1.18171,0.549269,0.793039,2.57674,0.233293,0.659857,-0.215042,0.0787866,0.701582,0.305606,1.13785,-1.55319,2.26842,1.33889,-2.08536,0.651837,-0.0960518,0.274872,-0.187829,-0.144152,-0.438325,-0.893837,-0.0209798,-0.57187,0.456783,-0.186091,-0.0173063,0.00217447,0.00,0
57275,1.29818,0.184086,-0.184392,0.205036,-0.0334404,-0.95463,0.341483,-0.323434,-0.0418504,-0.129035,-0.639846,0.2962,0.589269,0.285832,0.839582,0.0992319,-0.448469,-0.426939,0.199682,-0.0137687,-0.0829071,-0.21853,-0.134566,-0.0501129,0.597356,0.628147,-0.0704935,0.00110101,23.00,0
168737,2.01015,0.0930076,-1.61222,0.33761,0.405446,-0.576773,0.0627872,-0.0672845,0.241324,-0.214132,1.31749,0.841084,-0.192849,-0.60406,-0.445807,0.408688,0.351834,0.0574435,0.204122,-0.165286,-0.296757,-0.787069,0.3576,0.606518,-0.331822,0.148692,-0.0640469,-0.0396369,1.98,0
53678,-0.702672,0.762812,1.79071,-1.39587,-0.0174185,-0.361787,0.524152,0.178991,-0.406769,-0.631803,1.74092,1.18001,0.580549,0.0419017,-0.0360435,0.411208,-0.614417,-0.45537,-0.838188,0.0572825,0.0201311,0.137369,-0.032448,0.277314,-0.447659,0.716077,0.274964,0.164469,7.54,0
145549,-1.41229,-1.03343,0.697879,-0.209086,2.51561,-2.31363,0.281585,-0.359909,0.0860877,-0.512294,-0.968957,0.0203749,-0.379407,0.265554,-0.241183,-0.614914,-0.410696,-0.420637,0.0490998,0.35952,0.0320235,-0.198773,0.146915,0.0208264,-0.103812,-0.546648,-0.0956376,-0.0261542,8.01,0
70802,-1.1998,0.0409542,1.80914,-0.263944,0.957337,-1.55835,0.253561,-0.0382577,-0.439846,-0.695951,-0.512156,0.0363691,0.0216859,0.175091,0.426016,0.451739,-0.651647,-0.399055,-0.666574,0.112167,-0.100828,-0.656675,0.0882462,0.35489,-0.118113,-0.0608804,0.00371006,0.121542,1.98,0
118997,2.07817,-0.382654,-1.39309,-0.665454,-0.110449,-0.932313,0.014075,-0.183968,0.808331,-0.0813597,0.587451,0.799873,-0.666859,0.537299,-0.608107,-0.117699,-0.392098,-0.282572,1.01735,-0.217946,-0.238443,-0.557377,0.245914,-0.307549,-0.266609,0.642009,-0.108264,-0.0852879,4.00,0
138492,2.04518,-0.142531,-1.08916,0.434129,-0.238282,-1.23798,0.13352,-0.28559,0.678898,0.0964213,-0.889517,-0.0461307,-0.853675,0.460427,0.141067,-0.0636747,-0.232149,-0.758285,0.146344,-0.266803,-0.294266,-0.776925,0.345109,0.021607,-0.333631,0.197584,-0.0782685,-0.0603904,9.99,0
74555,-0.914453,0.990791,1.77012,-0.490022,0.091461,-0.768878,0.69643,0.0537981,-0.233135,-0.478175,-0.0843691,-0.216405,-0.813716,0.261035,0.734275,0.0913056,-0.227983,-0.907856,-1.15625,-0.0974568,-0.169634,-0.513148,-0.0105921,0.357477,-0.246929,-0.0394759,0.166728,0.156772,3.59,0
160077,1.97856,-0.0229879,-1.6488,0.359318,0.309723,-0.592321,0.0232662,-0.0205562,0.375054,-0.195283,1.16497,0.365399,-1.08565,-0.422188,-0.345524,0.452813,0.403491,0.17061,0.205056,-0.190068,-0.297354,-0.868871,0.354239,0.582817,-0.368005,0.149986,-0.072927,-0.0387729,17.99,0
149128,2.22339,-1.4889,-0.805008,-1.63727,-1.28783,-0.357127,-1.25545,-0.0638533,-1.34421,1.71239,0.430549,-0.130666,0.490561,-0.328055,-0.761287,-0.264417,0.145756,0.463158,0.156916,-0.384652,-0.112512,0.1472,0.188857,-0.437642,-0.254768,-0.172501,0.0173881,-0.0575016,33.00,0
100876,1.92949,-0.578778,0.117361,0.369224,-0.85405,0.225095,-1.21865,0.256238,2.59448,-0.190594,1.55838,-2.20269,0.446891,1.55675,-0.484844,0.908298,-0.087909,0.979552,-0.219537,-0.253461,-0.0802649,0.0211927,0.370478,0.693247,-0.684433,0.390795,-0.0572816,-0.0487527,14.95,0
67417,1.13429,-1.23983,1.50883,-0.588736,-1.62666,1.08829,-1.801,0.614111,0.160328,0.521426,1.27657,0.0424895,-0.679714,-0.614972,0.0459916,0.885833,0.707694,-1.15505,0.00368658,0.0303468,0.485218,1.48054,-0.083989,-0.242771,0.184252,0.0535662,0.0951347,0.018545,39.80,0
83560,1.28852,-0.0246818,0.578843,-0.0761234,-0.763176,-0.992968,-0.211401,-0.160697,0.401928,-0.21182,-0.279533,0.195017,0.121159,0.129911,1.25779,0.423192,-0.383213,-0.398541,0.0498892,-0.0660013,-0.138294,-0.38459,0.0911332,0.391037,0.12472,0.907986,-0.0708105,0.00873333,1.54,0
43926,1.15942,-0.862927,0.502345,-1.37521,-1.07839,-0.156331,-0.780523,0.182229,2.18624,-1.18543,-0.906558,-0.127759,-1.30232,0.0615986,1.78775,-0.483278,0.0891272,0.108611,0.511665,-0.0766638,0.122392,0.465519,-0.1725,-0.413409,0.416076,0.175903,0.041512,0.0210497,58.50,0
93058,1.94303,-0.325164,-0.0834742,0.587528,-0.772754,-0.476764,-0.752917,0.0582139,2.53301,-0.317297,1.65622,-2.07968,0.0871683,1.90749,-0.62472,0.40354,0.0617645,0.731199,-0.0131968,-0.369064,-0.292593,-0.545558,0.405164,-0.0707637,-0.545228,-0.680553,-0.0046866,-0.050194,3.77,0
139778,-0.881691,2.34151,-2.50995,0.227861,0.0820596,-1.22044,-0.966155,-1.96188,-0.298643,-2.22415,-0.526612,-0.53849,-1.25265,-1.45294,0.885466,1.05294,2.35463,1.61522,-0.753798,0.373901,-1.02548,0.978756,0.163773,-0.359383,-0.305884,-0.147752,-0.105657,0.0236295,1.00,0
78444,1.169,0.14929,0.266991,0.541215,-0.255471,-0.310974,-0.192505,0.164672,-0.0104842,-0.115295,1.60304,0.234233,-1.33258,0.226761,0.805256,0.451629,0.104383,-0.0732603,-0.256371,-0.194134,-0.225084,-0.72284,0.163346,-0.0620667,0.0642709,0.11169,-0.0199572,0.0141132,1.98,0
55690,1.16735,0.210486,0.234939,1.08983,-0.164791,-0.508508,0.115011,-0.0586123,0.0850687,-0.0161443,-0.293307,-0.105658,-0.734009,0.563688,1.25206,-0.207952,-0.106138,-0.509696,-0.729938,-0.186448,0.0573617,0.173545,-0.0760067,0.0678233,0.584243,-0.298167,0.0222976,0.0184211,21.59,0
8008,-1.37308,-0.814989,3.30135,-3.03487,-0.89153,-0.249454,-0.523941,0.267755,4.48383,-2.78426,1.34422,-1.11733,0.28007,0.237046,-2.86302,-0.95354,0.559256,1.02022,0.00898803,0.0677876,0.0108656,0.845583,-0.395665,0.533791,0.864289,-0.817426,0.163219,-0.0980336,42.44,0
31275,-1.14995,0.133321,2.90172,-0.591914,0.221545,0.992415,0.250513,0.111267,0.561363,-0.268934,1.28445,0.369722,-1.03993,-0.644621,-0.370201,-0.229794,-0.234168,-0.549683,-0.867657,-0.130719,-0.0392593,0.298994,-0.202662,-0.27566,-0.0165322,0.310514,-0.530704,-0.376204,17.00,0
114679,0.293281,-0.537824,0.412726,-2.40284,0.0513264,0.674118,-0.114333,-0.129848,-1.92153,1.23343,-0.316497,-0.429185,1.28097,-0.779898,0.229507,-1.92273,1.26672,-1.52028,-0.9648,-0.370173,0.0584797,1.0109,0.163825,-1.01719,-1.51232,-0.234827,0.0640591,0.0276663,15.00,0
80909,-0.664495,0.357818,2.08647,-1.91016,-0.557382,-0.592612,0.017501,0.0213474,-1.13111,0.0228354,-0.752798,-0.875168,0.552611,-0.619492,0.406039,1.58317,-0.250257,-0.877651,-0.0697999,0.257312,0.279092,0.800355,-0.43555,0.0687329,0.585685,-0.150323,0.288921,0.1212,4.40,0
168315,-0.19676,-0.203181,0.3235,-0.312371,0.216289,-0.987046,0.62375,-0.121189,0.417567,-0.685891,-1.03197,-0.133798,-0.519047,0.217846,0.33477,-0.33048,-0.239817,-0.088821,0.240851,0.146927,0.181454,0.363589,0.341941,-0.0233446,-0.745369,-0.089149,0.0802616,0.123153,101.98,0
158852,-4.19785,-3.71777,1.29465,2.18761,3.06956,-1.4428,-2.22758,1.13269,-0.0961331,-0.561154,0.0170711,0.717701,-1.28101,0.721577,-1.13748,-0.558835,0.493314,0.161481,1.51545,1.17824,-0.0268034,-1.71355,-0.107155,0.644141,0.231243,-0.891978,0.0568375,-0.694942,9.98,0
149467,0.106175,0.950794,-0.518138,-0.729503,1.1108,-0.248748,0.877616,0.0806566,-0.284145,-0.67904,0.788581,0.463402,-0.0841255,-0.82109,-0.864772,0.558694,0.0682745,0.295096,0.0971312,0.0448549,-0.299849,-0.757026,0.0711811,0.185378,-0.426201,0.117867,0.218528,0.0710115,10.69,0
165574,-0.549781,0.747917,1.7607,-0.846298,0.821275,0.735585,0.700814,-0.163655,0.42322,-0.0729231,-0.125812,-0.0274609,-0.00507105,-0.321619,0.798221,0.253953,-1.28783,1.16296,1.52676,0.32861,-0.287454,-0.389503,-0.510609,-1.43674,0.463714,-0.646165,-0.111633,-0.331112,1.00,0
123848,-0.775881,-0.328603,1.15585,-3.28182,0.394021,1.08059,-0.136927,0.370555,-2.32998,0.434411,-0.47336,-0.629687,0.950333,-0.644813,-0.0212486,-1.39519,1.1034,-1.53915,-1.81764,-0.210095,-0.124765,0.208954,-0.258245,-0.351914,0.604751,-0.0388367,0.30819,0.103284,20.00,0
152453,2.14007,-1.76405,-0.819132,-1.96944,-0.611926,1.86297,-1.93665,0.567048,-1.04339,1.57429,0.607212,-0.109949,0.604873,-0.515058,0.25713,-0.733291,0.643503,-0.187798,-0.939232,-0.446539,0.186242,1.14467,0.164498,-0.929137,-0.33845,0.120834,0.0840983,-0.0616647,19.95,0
67665,1.22846,-1.18022,1.62769,-0.335551,-1.78556,0.901651,-1.78632,0.547647,0.554463,0.407592,0.63628,0.303858,-0.792257,-1.02934,-1.74354,0.496562,0.958859,-1.23078,0.926708,-0.0401288,0.209044,0.934033,-0.0637735,0.0814902,0.354545,-0.0309647,0.094643,0.0118281,2.00,0
77992,1.15921,-0.622109,0.852053,-0.868184,-1.17878,-0.0857313,-0.916724,0.389413,1.92266,-0.884391,1.06856,0.233852,-2.55227,0.55506,1.08794,-0.424827,0.0193286,0.530387,0.504426,-0.300568,0.0391257,0.243512,0.00996127,-0.0240059,0.316172,-0.666102,0.0905732,0.0165083,1.00,0
141851,1.92991,0.499123,-0.833682,3.6959,0.634543,0.286822,0.109767,-0.0379484,-0.85379,1.45679,-1.39634,-0.319703,0.0761003,0.145549,-0.751108,0.711715,-0.766124,-0.218593,-1.65489,-0.256067,0.281459,0.887958,0.0173557,0.616629,0.237501,0.220255,-0.0360399,-0.0461905,10.59,0
51712,-1.15332,1.17367,0.456196,0.0171354,-0.244775,-0.631464,0.652812,0.331142,-0.375467,-0.486273,-0.767776,0.00182385,0.516342,-0.272051,0.915471,0.676298,-0.0606601,0.0529453,0.0889927,0.137738,-0.309681,-0.777267,0.282489,-0.205934,0.0677539,0.123455,0.297872,0.0420141,89.99,0
69449,-0.323453,1.20694,0.762075,0.986005,0.0519107,-0.00554809,0.243492,0.419134,-0.802166,-0.416972,-0.569453,0.626663,1.25697,0.33045,1.1659,-0.22963,-0.00839554,-0.345193,0.0545182,-0.0687142,0.128293,0.349013,0.00737394,-0.263654,-0.258527,-0.355213,-0.0148352,-0.0168859,17.79,0
70427,1.32618,-0.942957,0.614061,-2.26024,-1.40923,-0.571902,-0.906265,-0.0516202,0.130762,-0.143354,1.26578,1.52833,1.58192,-0.148228,1.10438,-1.37538,-0.500765,1.97444,0.176603,-0.318289,-0.292311,-0.293585,0.00112751,0.0423083,0.240318,-0.0764544,0.0567422,0.0253284,33.20,0
160080,-0.311262,1.44524,-1.12814,0.725397,1.05884,0.0529269,0.828937,0.176494,-1.17364,0.240993,0.377441,1.0237,1.12984,0.941787,0.246829,-1.54973,0.459558,0.564602,3.38154,0.321915,0.279685,1.01934,-0.371082,0.204985,0.0687821,0.293989,0.191416,0.160473,17.69,0
66507,-0.707769,-0.148069,1.88125,-1.07682,-0.385476,-0.779776,0.110972,-0.0556601,-1.04398,-0.189476,0.186391,-2.1773,-2.12276,-1.15068,1.34277,1.11208,1.50711,-0.955811,0.0928575,0.281692,0.123965,0.161293,-0.0633654,0.258633,0.094419,-0.262968,-0.119414,-0.125524,57.40,0
37749,1.09848,-0.115717,1.14755,1.09501,-0.561087,0.784475,-0.745511,0.392148,0.632806,-0.0780907,0.856768,1.21208,0.107201,-0.179617,-0.260041,0.0713966,-0.346902,0.0752582,-0.155924,-0.145163,-0.00594174,0.205298,-0.0253258,-0.29463,0.361592,-0.376578,0.0863287,0.0209186,4.99,0
105662,0.276979,0.281562,1.28634,0.0123997,-0.366833,0.406912,-0.506439,-0.849436,2.06861,-1.10894,-0.419053,-1.82598,2.99254,1.0225,0.0699912,0.435899,-0.117463,0.703264,-0.130681,-0.0685676,0.675625,-0.192347,-0.16458,-0.69109,0.532722,-0.270628,0.21834,0.263239,63.50,0
149246,-0.628148,0.46931,-0.360494,-2.75455,0.630768,-0.00787969,0.139537,0.438138,-1.6603,-0.0014333,-0.171123,-0.0570803,1.09088,0.0852973,-1.05379,1.78757,-0.736925,-0.40498,0.429907,0.173231,0.430417,1.06281,-0.35013,-0.294976,0.189916,-0.14953,0.224072,0.121345,17.35,0
138401,-1.86784,-2.75418,-2.0433,0.714027,-0.826612,-0.346246,1.25604,-3.27205,-0.502827,-1.39062,-1.24274,-0.15268,-0.995998,1.395,-0.0118637,0.209049,-0.302335,-0.106382,-0.906734,2.71166,-0.476766,0.0951199,-1.0677,-0.034018,-0.0322904,0.246506,-0.118762,0.504336,1143.84,0
44852,0.90272,-0.455936,0.0583744,1.14306,0.0848109,0.845235,-0.0508198,0.108534,0.451108,-0.197219,-1.60931,0.227003,0.733717,-0.165018,0.681614,0.166531,-0.553818,-0.142104,-0.198599,0.261018,0.0305527,-0.0992807,-0.363174,-1.3046,0.622104,-0.241075,0.0295567,0.0436834,183.85,0
34157,-0.706746,1.22427,0.827577,-0.179018,-0.0484737,-0.460751,0.343644,0.433404,-0.450327,-0.532502,-1.36489,-0.381011,-0.156837,0.48772,0.914332,0.585891,-0.507803,0.0124474,0.32511,0.0123016,-0.239212,-0.792919,-0.0385454,-0.488012,-0.066642,0.126725,0.13221,0.0505447,14.88,0
152231,2.3297,-1.28251,-1.8395,-1.53323,-0.695344,-0.939657,-0.58194,-0.30156,-1.36739,1.63774,-1.34039,-1.62839,-1.28895,0.16949,-0.615809,-1.15892,0.922871,-0.377502,0.0967173,-0.523687,-0.194768,-0.11106,0.148979,0.638379,0.143781,-0.0649543,-0.0428957,-0.0647962,24.97,0
124376,1.80715,-0.703509,-0.608431,0.38563,-0.662564,-0.377787,-0.464465,0.0521563,1.3972,-0.133514,-1.03964,-0.410384,-1.35617,0.36039,1.2059,0.46132,-0.608099,0.166347,-0.179051,-0.081871,-0.103515,-0.532356,0.330713,0.647657,-0.510507,-0.654132,-0.00154544,-0.0091076,108.28,0
134432,0.472587,0.997602,-1.47918,1.05249,1.62651,0.364558,0.760412,-0.924797,-0.803462,-0.506,0.426278,0.403772,0.0855275,-0.752644,-0.660356,-0.124732,0.769468,0.938734,0.920487,0.000971025,0.770377,-0.210329,-0.479208,-0.305902,1.11128,-0.277447,0.222217,0.289151,67.42,0
31014,-6.56703,5.02717,-0.552934,0.867089,-0.637009,2.6956,-4.87166,-17.3188,1.38945,2.81906,-0.189404,1.26698,0.25097,0.115193,1.40559,-0.834597,1.20865,0.2818,1.15732,-3.45794,16.0132,-4.93384,1.64281,0.163946,0.155943,-0.181264,-0.585537,-0.688248,3.91,0
149524,1.8856,-0.94489,-0.796074,-0.14287,-0.918704,-0.949978,-0.218211,-0.30605,-0.221984,0.587283,-0.832827,0.606089,0.887958,-0.0113235,0.174639,-1.58712,-0.165557,0.566624,-0.601315,-0.359872,-0.757652,-1.86353,0.46149,-0.0586889,-0.61382,-0.885889,0.0146355,-0.00875052,130.44,0
45293,-0.593051,0.959679,1.99269,-0.374983,0.0286184,-1.15956,0.845162,-0.162214,-0.65744,-0.809238,-0.00617754,0.531513,0.786843,-0.0444723,0.361856,0.364328,-0.570828,-0.657389,-0.800535,-0.053778,-0.192678,-0.65233,-0.107073,0.709822,0.278362,-0.00914067,-0.0772569,-0.0223237,1.98,0
60510,-1.36016,2.51586,0.448159,2.41107,-0.434481,0.586186,-1.89948,-4.88415,-2.15909,-0.720544,-0.717433,1.01934,0.986903,1.09827,0.203451,0.74588,-0.0153448,-0.274337,-0.534475,1.18314,-2.54535,0.585803,0.550497,0.346457,-0.5665,-0.22489,-0.12851,0.060637,7.79,0
100891,1.90855,-0.704059,-0.125008,0.269215,-0.638883,0.591685,-1.2366,0.328117,2.67909,-0.198854,1.10676,-2.5382,0.168623,1.61094,-0.358418,1.01354,-0.188895,1.10089,-0.111143,-0.21818,-0.0963652,-0.088394,0.299541,0.140945,-0.654985,0.425101,-0.0616823,-0.0508997,39.00,0
27413,1.28287,0.319616,0.148379,0.612103,-0.229958,-0.876882,0.0520219,-0.158822,0.115288,-0.270511,-0.453102,-0.0876413,-0.094685,-0.232946,1.16221,0.60127,-0.114096,-0.135002,-0.0600469,-0.0952923,-0.316137,-0.927118,0.090209,-0.0254687,0.251401,0.118081,-0.0259003,0.0262144,0.99,0
127439,2,-1.0828,-0.0143214,-0.517729,-1.21918,0.260713,-1.32934,0.183163,-0.0981162,0.917304,0.754747,1.15075,1.23374,-0.42973,-0.154555,-0.686288,-0.673462,1.74748,-0.775297,-0.436525,-0.278988,-0.278256,0.406308,0.767221,-0.711249,0.400987,0.00311866,-0.0297144,36.68,0
56711,-0.601493,1.16167,-0.715566,-0.289332,2.32743,3.40231,-0.144824,1.30602,-0.835929,-0.181543,-0.436553,-0.141516,0.0164804,0.771702,1.16929,0.114058,-0.51971,0.587001,0.766956,0.148995,0.0983618,0.171283,-0.147555,1.00434,-0.0126393,-0.299434,0.295625,0.152523,5.52,0
54348,-4.18804,3.37923,-0.334106,-1.94668,-1.44641,-0.725538,-0.568926,1.4498,1.68403,2.54813,1.40614,0.843865,-0.786369,0.212859,0.221665,0.479941,-0.257767,-0.374793,-1.16995,1.16634,-0.302829,-0.193376,0.216273,0.18619,0.082652,0.695122,0.421567,-0.0895494,0.75,0
109779,1.84268,-0.784126,-0.853219,0.182345,-0.197383,0.387575,-0.699565,0.0537916,2.28923,-0.171183,0.503403,-2.40531,1.27699,1.63704,-0.370049,1.14601,-0.611667,1.38316,0.191107,0.0182036,0.0509261,0.212367,-0.0707805,-1.40748,-0.288734,0.668496,-0.0945078,-0.0601684,123.25,0
56104,-0.633677,1.13403,2.18714,2.6037,0.0106687,0.635021,0.27006,0.243059,-1.13555,0.721739,-1.33427,-1.02665,-0.100819,0.0784969,1.72806,0.54814,-0.398246,0.627429,1.00279,0.433788,-0.0884219,-0.291904,-0.130032,-0.499014,0.0806248,0.207342,0.32605,0.156832,49.95,0
117536,-1.97855,1.95181,-1.60739,0.860303,-3.22045,2.17738,1.39708,1.45904,-0.696747,-0.89886,-0.474011,0.973896,0.144967,1.16819,-0.741716,0.626172,0.00431742,0.58978,1.29296,-0.798703,-0.272977,-0.626298,0.355351,0.155696,-0.878734,-1.01968,0.0260975,-0.178157,547.04,0
148471,2.0622,-0.037457,-1.25387,0.364445,-0.0667254,-1.25473,0.179841,-0.353433,0.660965,0.00846699,-0.679719,0.224678,-0.0997878,0.497609,0.841193,-0.230071,-0.454541,-0.0901174,-0.325625,-0.262763,0.263056,0.929298,0.00917711,0.0202686,0.233082,-0.0980986,-0.0140382,-0.0585197,1.00,0
115236,-0.906367,0.119679,1.08153,-2.51254,0.376275,-0.72031,0.565865,-0.162163,-1.74173,-0.0282594,0.668876,-0.280562,0.368902,-0.0984741,-0.871042,1.43593,-0.501191,-0.675565,0.301978,0.063781,0.394064,0.928579,-0.622247,-0.281081,0.95801,-0.00961587,-0.139398,0.0338148,36.44,0
84871,-1.49898,0.225421,-0.599793,1.48643,-4.47032,2.47631,4.63046,-0.293516,-1.06921,-0.896774,-0.0196471,0.3636,1.37759,0.227705,1.61505,-0.0041744,0.0694025,-0.321239,0.110776,0.297992,-0.0165411,0.198172,0.808297,0.11126,0.225011,-0.281608,0.468455,-0.265172,1064.04,0
157595,2.01226,-0.120909,-1.01133,0.325476,-0.15866,-0.949622,0.0633845,-0.176685,0.321385,0.25085,0.989175,0.99665,-0.340384,0.538035,-0.633945,0.0782938,-0.487583,-0.367404,0.402503,-0.235416,-0.234815,-0.594406,0.342776,0.0691624,-0.351271,0.17369,-0.0764478,-0.0697888,1.98,0
54063,1.16117,0.11783,0.580305,0.508002,-0.385748,-0.328774,-0.154761,0.0999977,-0.145016,0.0760688,1.78831,0.904048,-0.401407,0.590918,0.631493,0.174154,-0.288308,-0.491969,-0.260507,-0.159304,-0.17187,-0.52668,0.186487,0.203085,0.0681248,0.0962087,-0.0197198,0.00610474,0.89,0
79443,1.11525,0.00515451,-0.0675755,0.542351,-0.16411,-0.788426,0.353169,-0.136436,-0.0266898,-0.0960128,-0.17913,-0.233738,-1.11541,0.750398,1.14566,-0.203698,0.0955229,-1.17756,-0.262523,-0.0764836,-0.330392,-1.15441,0.133867,0.0464372,0.151226,0.164644,-0.0670767,0.0149134,70.90,0
79212,1.20485,-0.282233,0.91547,-0.790303,-0.882044,-0.317317,-0.542942,0.0153967,1.57791,-1.17046,0.0530201,1.66853,1.52255,-0.435546,1.35034,-0.809282,0.0430829,-0.455536,0.186874,-0.0560594,0.0334977,0.4584,-0.0251392,0.141427,0.480923,-0.662192,0.120483,0.0352859,1.00,0
60660,-0.923043,0.762875,0.791235,0.119497,0.218201,-1.28118,0.694836,-0.022245,-0.459946,-0.286045,-0.713855,-0.496357,-0.844179,0.572501,0.623933,-0.0449931,-0.191997,-0.176498,0.08636,-0.227265,0.0423852,0.189234,0.202394,0.387012,-0.293929,0.231643,-0.28766,-0.179883,5.80,0
65173,-0.874364,1.26313,1.56242,-0.53606,0.322982,-1.05129,0.942973,-0.235833,-0.526718,-0.840573,-0.192881,0.297231,0.775304,-0.645838,0.32781,0.62243,-0.346726,-0.320418,-0.845908,-0.10649,-0.171177,-0.652212,-0.136971,0.347063,-0.0655423,-0.0919927,-0.230367,0.100312,1.98,0
160656,-1.23044,-0.28291,3.20397,-1.15472,-1.24429,0.980465,-0.678148,0.230947,0.717577,0.23179,-1.48689,0.660215,1.2446,-2.18531,-1.97688,-1.9361,0.263102,1.10385,-0.72615,-0.0714118,-0.385008,0.158629,-0.308195,1.22922,0.401714,0.782749,0.138355,0.0466476,40.00,0
58745,-3.42576,0.450719,0.611303,-0.610774,-1.8598,0.678715,-1.92118,-1.07152,-0.122507,-2.06162,0.451374,1.45564,-0.99563,0.962373,-1.46523,0.611644,0.597397,-0.363217,-0.473044,-0.214819,-1.29506,0.24228,0.114434,0.294888,-0.355954,0.757041,-0.312269,-0.493237,110.00,0
124170,-0.426436,-0.469092,-1.52535,-2.2791,1.32029,3.90821,-0.0808441,1.24884,-1.46584,-0.0776389,-0.329991,-0.747743,0.0389539,0.276288,0.306572,0.595942,0.536356,-1.23381,1.16862,0.512205,0.487834,0.870592,0.503535,0.714466,-0.693783,-0.146409,0.0544827,0.166839,210.30,0
48549,-8.29755,-7.28645,-1.44648,0.271791,-1.22352,0.388669,1.59376,-0.37598,0.291011,1.21664,1.71439,0.0248287,0.168088,-0.789442,0.217644,1.70702,0.177677,-1.84544,0.0769336,-3.33188,-0.989131,1.14658,0.853736,-0.087493,0.38213,-0.264209,-0.92773,4.10673,618.10,0
45288,-1.11589,-0.625789,2.30018,-1.25196,-1.00914,-0.0232827,0.288956,0.129735,-1.10048,-0.322864,0.631413,1.07217,0.679792,-0.72575,-2.34054,-1.68994,0.153848,1.08286,-0.517625,-0.052382,-0.297649,-0.493675,0.130664,0.583006,0.330356,0.948986,-0.061475,0.0599691,152.46,0
36637,0.894394,-0.849501,0.989056,0.11894,-0.9114,0.902823,-0.82044,0.485609,1.00848,-0.400996,1.26569,1.15436,-0.675659,-0.171786,-0.425271,-0.476492,0.490676,-0.963627,0.0039635,0.0310805,-0.0738861,-0.163896,0.0498572,-0.209977,-0.0950413,0.975522,-0.0261331,0.0130874,105.00,0
76251,-0.416812,1.09479,1.40776,0.0904325,0.0884529,-0.702471,0.649745,0.0319058,-0.456319,-0.562294,0.341781,0.241206,0.279663,-0.428211,1.09629,-0.0164263,0.391929,-0.722645,-0.573885,0.0909168,-0.210692,-0.496087,0.0554448,0.35537,-0.268145,0.0805702,0.263522,0.0989844,3.58,0
152592,-4.2379,3.72014,-2.36891,-1.35245,-1.05025,-0.951816,-0.143251,1.35538,1.97067,3.39552,0.321772,0.945175,-0.380621,0.206581,-0.876111,0.224529,-0.463306,-0.210012,-0.0388863,1.22585,-0.666713,-0.749973,0.200073,-0.404054,0.0989584,0.0385112,-0.228365,-0.891075,13.48,0
